system:index,elevation,point_id,.geo
0000000000000000034b_0,9,843.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1397977521539246,41.33130573855279]}"
00000000000000000266_0,43,614.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.185342337058785,41.41080664119737]}"
0000000000000000023c_0,110,572.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2187596656280277,41.46120212863647]}"
00000000000000000005_0,14,5.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.211483311826669,41.43371368094242]}"
0000000000000000029f_0,5,671.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0554459469751123,41.31244111758628]}"
00000000000000000011_0,115,17.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0241845750877587,41.329958265626615]}"
0000000000000000024b_0,169,587.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0349643584971773,41.49650591930237]}"
00000000000000000010_0,10,16.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0584103874126924,41.33480916816086]}"
00000000000000000399_0,8,921.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.11123132611894,41.338043103183686]}"
00000000000000000243_0,122,579.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1090753694370505,41.49030754384195]}"
0000000000000000005a_0,130,90.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0797004596463466,41.466322525755956]}"
00000000000000000324_0,22,804.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.02122013465015,41.38736061228185]}"
000000000000000001ae_0,15,430.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.185342337058785,41.40083534154364]}"
0000000000000000031d_0,38,797.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1920797016896927,41.49381097345001]}"
000000000000000000c8_0,6,200.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.069729159992619,41.32052595514335]}"
000000000000000000e4_0,45,228.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1842643587178543,41.41134563036784]}"
000000000000000003df_0,7,991.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0276880046958183,41.30974617173392]}"
000000000000000003b5_0,8,949.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.093983672663825,41.3472059190817]}"
0000000000000000010c_0,121,268.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2783179689651547,41.48141422252917]}"
0000000000000000011d_0,124,285.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1104228423632208,41.499470359739966]}"
000000000000000001f8_0,18,504.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0495170660999236,41.37253841009388]}"
000000000000000003e2_0,107,994.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1023380048061426,41.48276169545534]}"
0000000000000000003d_0,289,61.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2524464887825104,41.497044908472844]}"
00000000000000000346_0,20,838.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0470916148327944,41.3396600706951]}"
00000000000000000350_0,108,848.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1009905318799724,41.47359887955732]}"
00000000000000000344_0,121,836.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.167286199847979,41.424820359629635]}"
00000000000000000201_0,71,513.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1691726619446285,41.499470359739966]}"
0000000000000000020e_0,222,526.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1171602069941287,41.45769869902841]}"
0000000000000000038b_0,320,907.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0966786185161936,41.43398317552766]}"
0000000000000000025d_0,9,605.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0578713982422414,41.329419276456136]}"
000000000000000002db_0,25,731.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.239780243276442,41.45096133439751]}"
0000000000000000037a_0,73,890.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1759100265755364,41.41188461953831]}"
000000000000000002e1_0,76,737.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2244190519179767,41.45096133439751]}"
0000000000000000022c_0,222,556.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0667647195550103,41.439103572647134]}"
0000000000000000023b_0,327,571.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.096139629345714,41.428593283822934]}"
000000000000000003c9_0,207,969.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.168094683603698,41.453386785664634]}"
00000000000000000356_0,40,854.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.237354792009313,41.45446476400558]}"
000000000000000003c6_0,8,966.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.078352986720148,41.33912108152463]}"
000000000000000002f5_0,210,757.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0780834921349083,41.39948786861746]}"
0000000000000000033e_0,367,830.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.125784033721658,41.437217110550485]}"
0000000000000000020f_0,69,527.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2314259111341244,41.45742920444317]}"
0000000000000000039d_0,231,925.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.093175188908134,41.424820359629635]}"
0000000000000000019f_0,205,415.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06865118165166,41.39517595525369]}"
0000000000000000007c_0,12,124.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.20393746344007,41.405955738663124]}"
00000000000000000221_0,59,545.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1694421565298683,41.40514725490742]}"
0000000000000000002d_0,11,45.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0858988351067467,41.356638229564965]}"
000000000000000000f1_0,78,241.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.086707318862466,41.36795700214487]}"
000000000000000003bc_0,193,956.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06568674121408,41.432366208016234]}"
00000000000000000046_0,9,70.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.139258762983445,41.35097884327501]}"
0000000000000000031b_0,8,795.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.080778437987277,41.30651223671109]}"
000000000000000002fc_0,144,764.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.153272481415712,41.42428137045916]}"
000000000000000002b0_0,38,688.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1839948641326146,41.41943046792491]}"
00000000000000000071_0,2,113.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.145996127614353,41.32861079270043]}"
00000000000000000090_0,27,144.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0621833116059918,41.36526205629251]}"
000000000000000000c1_0,15,193.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1047634560732718,41.35960267000256]}"
000000000000000001e3_0,178,483.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.085090351351056,41.39032505271945]}"
00000000000000000135_0,11,309.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0619138170207805,41.33427017899039]}"
000000000000000000fd_0,245,253.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1284789795740267,41.45635122610223]}"
00000000000000000288_0,10,648.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2131002793380787,41.418891478754446]}"
0000000000000000019c_0,13,412.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1136567773860406,41.35097884327501]}"
0000000000000000010e_0,7,270.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.144379160102943,41.329958265626615]}"
00000000000000000314_0,3,788.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0899412538852857,41.340199059865576]}"
00000000000000000093_0,122,147.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2753535285275746,41.48357017921105]}"
000000000000000002fa_0,155,762.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.025262553428689,41.48788209257482]}"
0000000000000000010f_0,59,271.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2411277162026124,41.45931566653982]}"
00000000000000000305_0,17,773.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.189115261252084,41.3884385906228]}"
000000000000000001ee_0,183,494.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0441271743952143,41.44826638854515]}"
000000000000000001b4_0,74,436.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2802044310618044,41.474137868727794]}"
0000000000000000034f_0,103,847.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2481345754187316,41.47171241746067]}"
0000000000000000002c_0,186,44.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0570629144865222,41.440990034743784]}"
00000000000000000141_0,111,321.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0341558747414865,41.47305989038685]}"
00000000000000000337_0,269,823.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.216873203531378,41.49030754384195]}"
000000000000000002ea_0,9,746.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1883067774963934,41.38736061228185]}"
00000000000000000278_0,174,632.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2834383660846527,41.497044908472844]}"
0000000000000000032c_0,9,812.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1163517232384095,41.34531945698505]}"
000000000000000000b4_0,111,180.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1535419760009518,41.35771620790591]}"
0000000000000000003f_0,156,63.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0945226618343042,41.49839238139902]}"
000000000000000002fb_0,400,763.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.222532589821327,41.49165501676812]}"
000000000000000000e8_0,134,232.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0266100263548594,41.495158446376195]}"
00000000000000000377_0,28,887.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.139258762983445,41.368765485900575]}"
0000000000000000016f_0,153,367.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.085090351351056,41.384935161014724]}"
00000000000000000096_0,7,150.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2109443226561893,41.40892017910072]}"
0000000000000000021a_0,251,538.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2230715789918065,41.48114472794393]}"
000000000000000003c3_0,71,963.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1645912539956385,41.40514725490742]}"
000000000000000002f6_0,125,758.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.102876993976622,41.384935161014724]}"
000000000000000000d6_0,41,214.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.032538907230048,41.33319220064944]}"
0000000000000000013a_0,1,314.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.134677355034455,41.30651223671109]}"
000000000000000003a2_0,14,930.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2106748280709496,41.40272180364029]}"
00000000000000000397_0,161,919.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.143031687176773,41.42374238128869]}"
00000000000000000379_0,182,889.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.140336741324404,41.42562884338534]}"
00000000000000000307_0,65,775.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1726760915527166,41.46308859073312]}"
000000000000000000da_0,147,218.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2222630952361158,41.472251406631145]}"
00000000000000000050_0,7,80.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.082395405498687,41.30543425837015]}"
000000000000000002b2_0,17,690.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.028496488451509,41.37658082887242]}"
0000000000000000018b_0,28,395.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1953136367125126,41.428593283822934]}"
00000000000000000184_0,153,388.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.050595044440854,41.43398317552766]}"
00000000000000000166_0,357,358.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1123093044598704,41.420508446265856]}"
000000000000000003a7_0,130,935.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1955831312977523,41.463897074488834]}"
000000000000000003bd_0,146,957.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0802394488167977,41.47359887955732]}"
000000000000000003d0_0,50,976.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1678251890184583,41.48707360881912]}"
000000000000000001f7_0,153,503.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.07026814916307,41.459854655710295]}"
0000000000000000004c_0,4,76.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1691726619446285,41.35771620790591]}"
000000000000000000ba_0,249,186.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2669991963852567,41.49623642471714]}"
00000000000000000254_0,59,596.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.173754069893647,41.49785339222855]}"
00000000000000000248_0,217,584.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.044935658150905,41.428593283822934]}"
00000000000000000247_0,69,583.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2066324092924106,41.46066313946601]}"
00000000000000000251_0,10,593.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1449181492734226,41.33912108152463]}"
00000000000000000045_0,19,69.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0910192322262446,41.360680648343504]}"
00000000000000000230_0,276,560.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2198376439689866,41.48761259798959]}"
0000000000000000035b_0,237,859.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.15839287853521,41.451230828982744]}"
0000000000000000002b_0,34,43.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.194235658371582,41.42940176757864]}"
000000000000000002b8_0,27,696.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.181030423695006,41.383048698918074]}"
00000000000000000048_0,149,72.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.157584394779491,41.45769869902841]}"
000000000000000003c4_0,349,964.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0627223007764712,41.421047435436336]}"
00000000000000000340_0,122,832.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0333473909857673,41.476563319994916]}"
00000000000000000129_0,12,297.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1433011817619843,41.34235501654746]}"
00000000000000000284_0,152,644.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0648782574583606,41.464436063659306]}"
0000000000000000028d_0,159,653.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.239780243276442,41.477910792921094]}"
0000000000000000032b_0,448,811.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1220111095283585,41.420508446265856]}"
00000000000000000316_0,306,790.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.123897571625008,41.44826638854515]}"
000000000000000003db_0,7,987.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2074408930481297,41.407572706174534]}"
000000000000000002ee_0,6,750.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2298089436227144,41.41754400582826]}"
00000000000000000300_0,2,768.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2125612901675993,41.4253593488001]}"
0000000000000000007d_0,289,125.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.090749737641005,41.43829508889142]}"
00000000000000000156_0,14,342.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0829343946691665,41.35502126205355]}"
00000000000000000348_0,43,840.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1228195932840777,41.373616388434826]}"
00000000000000000267_0,170,615.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1009905318799724,41.461741117806945]}"
0000000000000000025c_0,149,604.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.139528257568685,41.47710230916539]}"
000000000000000003d2_0,19,978.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0398152610314355,41.360141659173024]}"
0000000000000000022e_0,14,558.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2481345754187316,41.449613861471335]}"
000000000000000002c9_0,69,713.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.032269412644837,41.40326079281077]}"
