system:index,elevation,point_id,.geo
00000000000000000174_0,134,372.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0732325896006785,41.39275050398656]}"
000000000000000000e2_0,30,226.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2060934201219595,41.4501528506418]}"
000000000000000002b3_0,60,691.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2381632757650323,41.45715970985793]}"
000000000000000000fe_0,292,254.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1252450445512068,41.44395447518138]}"
000000000000000000a9_0,202,169.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1109618315337,41.40460826573694]}"
00000000000000000218_0,0,536.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1449181492734226,41.31890898763194]}"
00000000000000000282_0,3,642.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0584103874126924,41.312710612171514]}"
0000000000000000024a_0,131,586.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0982955860276036,41.4884210817453]}"
00000000000000000275_0,222,629.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0721546112597196,41.40083534154364]}"
000000000000000000c9_0,271,201.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.064608762873121,41.42374238128869]}"
00000000000000000309_0,35,777.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.026340531769648,41.35960267000256]}"
0000000000000000000b_0,4,11.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0427797014690157,41.31675303095005]}"
000000000000000001c4_0,16,452.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.126592517477377,41.36580104546298]}"
000000000000000001c0_0,4,448.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.042510206883776,41.30166133417685]}"
0000000000000000022f_0,194,559.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.098834575198083,41.453117291079394]}"
000000000000000003d7_0,358,983.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0495170660999236,41.41377108163496]}"
000000000000000001db_0,246,475.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0249930588434495,41.45446476400558]}"
0000000000000000035e_0,134,862.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1521945030747816,41.41053714661213]}"
0000000000000000014e_0,147,334.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1115008207041797,41.464436063659306]}"
000000000000000001a4_0,124,420.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1093448640222903,41.49758389764332]}"
00000000000000000333_0,383,819.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1150042503122393,41.43290519718671]}"
000000000000000001e5_0,197,485.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.091558221396724,41.401913319884585]}"
00000000000000000214_0,58,532.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0231065967468,41.358255197076375]}"
00000000000000000318_0,9,792.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.027149015525339,41.308937687978215]}"
00000000000000000374_0,92,884.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1274010012330677,41.47925826584728]}"
000000000000000001d0_0,64,464.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1839948641326146,41.465783536585484]}"
00000000000000000268_0,170,616.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0543679686341534,41.49030754384195]}"
0000000000000000000d_0,180,13.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.096139629345714,41.4568902152727]}"
00000000000000000125_0,158,293.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0535594848784626,41.45635122610223]}"
00000000000000000301_0,101,769.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.227652986940825,41.46497505282977]}"
000000000000000002c5_0,36,709.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.157314900194251,41.38277920433284]}"
000000000000000001f9_0,149,505.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.259453347998658,41.47171241746067]}"
00000000000000000295_0,5,661.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1104228423632208,41.31810050387624]}"
000000000000000001e9_0,216,489.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.219568149383747,41.47925826584728]}"
0000000000000000007b_0,40,123.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1899237450078033,41.49461945720572]}"
000000000000000001bf_0,139,447.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06999865457783,41.46928696619355]}"
0000000000000000023f_0,292,575.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0479000985885136,41.41188461953831]}"
0000000000000000038d_0,21,909.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.030921939718638,41.360141659173024]}"
000000000000000002b9_0,80,697.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.197469593394402,41.48599563047817]}"
000000000000000002cd_0,9,717.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1244365607954876,41.34828389742265]}"
00000000000000000212_0,260,530.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1433011817619843,41.44233750766996]}"
00000000000000000292_0,106,658.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0330778964005276,41.461741117806945]}"
0000000000000000023e_0,164,574.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0446661635656653,41.439103572647134]}"
00000000000000000367_0,204,871.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1096143586075016,41.39948786861746]}"
00000000000000000224_0,9,548.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0853598459362956,41.33480916816086]}"
00000000000000000299_0,334,665.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.132251903767326,41.440990034743784]}"
00000000000000000069_0,4,105.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0616443224355407,41.32564635226284]}"
00000000000000000157_0,71,343.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0249930588434495,41.41943046792491]}"
00000000000000000334_0,140,820.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.036581326008587,41.41996945709539]}"
00000000000000000237_0,37,567.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.194505152956822,41.498931370569494]}"
00000000000000000056_0,68,86.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1592013622909008,41.40272180364029]}"
00000000000000000158_0,17,344.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.191810207104453,41.391672525645625]}"
0000000000000000037d_0,54,893.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.192618690860172,41.47063443911973]}"
0000000000000000024d_0,50,589.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.181030423695006,41.428593283822934]}"
000000000000000002b4_0,302,692.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.058679881997932,41.41134563036784]}"
00000000000000000136_0,160,310.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2494820483449303,41.47737180375063]}"
000000000000000000af_0,8,175.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.060296849509342,41.32888028728567]}"
00000000000000000349_0,267,841.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2351988353274237,41.49839238139902]}"
00000000000000000033_0,158,51.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0966786185161936,41.49165501676812]}"
000000000000000000c0_0,27,192.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.186150820814504,41.463897074488834]}"
00000000000000000110_0,54,272.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1621658027285093,41.3922115148161]}"
000000000000000000ca_0,21,202.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1629742864842,41.37846729096907]}"
00000000000000000320_0,58,800.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1791439615983563,41.47171241746067]}"
00000000000000000091_0,139,145.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0438576798099746,41.48087523335869]}"
000000000000000002d2_0,61,722.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.213639268508558,41.44072054015855]}"
00000000000000000245_0,137,581.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.164860748580878,41.36553155087775]}"
00000000000000000082_0,274,130.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.258375369657699,41.49381097345001]}"
00000000000000000388_0,145,904.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.145187643858634,41.43101873509006]}"
000000000000000003e3_0,38,995.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1325213983525657,41.37442487219053]}"
00000000000000000353_0,20,851.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.223610568162286,41.42994075674912]}"
0000000000000000019d_0,9,413.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0786224813053877,41.319447976802415]}"
000000000000000001ed_0,396,493.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.130634936255916,41.441529023914256]}"
00000000000000000389_0,99,905.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1422232034210538,41.49839238139902]}"
00000000000000000277_0,116,631.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1123093044598704,41.49408046803525]}"
0000000000000000008d_0,10,141.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.144648654688183,41.34531945698505]}"
00000000000000000341_0,141,833.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.241397210787852,41.47737180375063]}"
000000000000000001f3_0,14,499.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06541724662884,41.356638229564965]}"
0000000000000000024f_0,18,591.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0260710371844084,41.39760140652081]}"
00000000000000000322_0,283,802.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0853598459362956,41.42616783255581]}"
00000000000000000149_0,26,329.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.198278077150121,41.439103572647134]}"
000000000000000000de_0,155,222.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0708071383335493,41.4568902152727]}"
000000000000000002ac_0,124,684.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0398152610314355,41.4816837171144]}"
000000000000000001b1_0,93,433.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1274010012330677,41.47844978209157]}"
00000000000000000303_0,100,771.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1751015428198173,41.46120212863647]}"
00000000000000000398_0,8,920.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2087883659743,41.401643825299345]}"
0000000000000000004a_0,39,74.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1980085825648814,41.49839238139902]}"
000000000000000003ca_0,282,970.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2564889075610495,41.498931370569494]}"
000000000000000003d1_0,76,977.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1317129145968465,41.48222270628487]}"
00000000000000000222_0,81,546.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1786049724279053,41.45877667736935]}"
00000000000000000173_0,74,371.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.181030423695006,41.445840937278035]}"
0000000000000000020c_0,57,524.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1521945030747816,41.39140303106039]}"
000000000000000002f8_0,27,760.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2036679688548304,41.453117291079394]}"
00000000000000000164_0,217,356.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1303654416706763,41.453386785664634]}"
0000000000000000019e_0,112,414.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1271315066478564,41.39760140652081]}"
000000000000000000dc_0,57,220.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1799524453540755,41.468208987852606]}"
0000000000000000005d_0,10,93.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1106923369484605,41.34855339200789]}"
0000000000000000031f_0,88,799.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.134946849619695,41.38978606354897]}"
0000000000000000001a_0,128,26.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.087515802618185,41.4674005040969]}"
0000000000000000012b_0,23,299.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1980085825648814,41.43371368094242]}"
000000000000000001ff_0,257,511.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0303829505481588,41.44287649684044]}"
00000000000000000306_0,23,774.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.200164539246771,41.451500323567984]}"
0000000000000000021c_0,138,540.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0872463080329453,41.488960070915766]}"
00000000000000000006_0,31,6.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1899237450078033,41.466322525755956]}"
000000000000000001e7_0,264,487.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.093983672663825,41.39571494442416]}"
000000000000000003b4_0,7,948.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.129017968744506,41.32618534143331]}"
00000000000000000170_0,3,368.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1082668856813314,41.31513606343864]}"
00000000000000000227_0,170,551.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.277509485209464,41.48330068462582]}"
00000000000000000279_0,146,633.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0276880046958183,41.498931370569494]}"
0000000000000000027b_0,84,635.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1494995572224127,41.40083534154364]}"
00000000000000000161_0,46,353.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.022298112991109,41.36337559419586]}"
00000000000000000133_0,113,307.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1621658027285093,41.47359887955732]}"
00000000000000000023_0,22,35.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1368333117163445,41.368765485900575]}"
0000000000000000017f_0,180,383.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0651477520436003,41.40083534154364]}"
00000000000000000206_0,43,518.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1866898099849834,41.49408046803525]}"
000000000000000000ed_0,66,237.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.223610568162286,41.451500323567984]}"
000000000000000001fb_0,11,507.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1228195932840777,41.35097884327501]}"
000000000000000003be_0,2,958.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0991040697833228,41.30651223671109]}"
000000000000000000fc_0,18,252.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0398152610314355,41.37253841009388]}"
000000000000000000b5_0,112,181.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0422407122985646,41.46012415029553]}"
000000000000000001cc_0,46,460.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.178065983257426,41.48949906008624]}"
000000000000000001a0_0,119,416.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.028226993866298,41.41511855456115]}"
000000000000000003b1_0,170,945.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0748495571120884,41.39652342817987]}"
0000000000000000001d_0,206,29.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.031191434303878,41.447188410204205]}"
00000000000000000072_0,89,114.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1659387269218087,41.426706821726285]}"
0000000000000000028f_0,42,655.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1357553333753856,41.373077399264346]}"
00000000000000000372_0,332,882.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0926361997376546,41.41808299499874]}"
00000000000000000263_0,21,611.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0301134559629475,41.36256711044015]}"
000000000000000002dc_0,148,732.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0495170660999236,41.48707360881912]}"
0000000000000000036a_0,6,874.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2217241060656363,41.41484905997591]}"
000000000000000001ad_0,37,429.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.157584394779491,41.381162236821424]}"
000000000000000000f7_0,77,247.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0398152610314355,41.397870901106046]}"
00000000000000000229_0,44,553.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1742930590641265,41.397870901106046]}"
00000000000000000114_0,140,276.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.078352986720148,41.46201061239218]}"
000000000000000003cc_0,62,972.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2648432397033673,41.47359887955732]}"
000000000000000002d6_0,8,726.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1203941420169485,41.34478046781459]}"
00000000000000000007_0,34,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.194505152956822,41.453117291079394]}"
00000000000000000209_0,231,521.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2532549725382296,41.48761259798959]}"
00000000000000000234_0,284,564.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1228195932840777,41.43802559430619]}"
00000000000000000186_0,63,390.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.144379160102943,41.3682264967301]}"
0000000000000000009b_0,47,155.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1858813262292642,41.48976855467147]}"
00000000000000000270_0,71,624.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1341383658639757,41.48303119004058]}"
00000000000000000280_0,239,640.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0993735643685625,41.447727399374685]}"
000000000000000002a7_0,193,679.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.069459665407379,41.43398317552766]}"
0000000000000000016b_0,346,363.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.125784033721658,41.445301948107556]}"
00000000000000000063_0,86,99.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.129017968744506,41.3922115148161]}"
000000000000000002e3_0,99,739.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0953311455900234,41.37819779638383]}"
00000000000000000199_0,345,409.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1047634560732718,41.41269310329402]}"
0000000000000000030f_0,94,783.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1686336727741775,41.476024330824444]}"
00000000000000000207_0,114,519.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0468221202475547,41.472520901216384]}"
00000000000000000335_0,8,821.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2424751891287826,41.43964256181761]}"
0000000000000000016d_0,18,365.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2214546114803966,41.432366208016234]}"
00000000000000000055_0,77,85.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2653822288738468,41.476563319994916]}"
000000000000000002cf_0,429,719.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1082668856813314,41.42940176757864]}"
0000000000000000036e_0,6,878.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06865118165166,41.31513606343864]}"
00000000000000000297_0,322,663.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.221185116895157,41.4921940059386]}"
000000000000000000dd_0,15,221.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0371203151790667,41.36795700214487]}"
000000000000000000aa_0,200,170.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1376417954720353,41.45877667736935]}"
000000000000000000d1_0,113,209.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.127939990403547,41.39840989027652]}"
000000000000000001a2_0,224,418.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.084012373010097,41.44476295893709]}"
000000000000000001bd_0,37,445.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0497865606851633,41.37981476389525]}"
0000000000000000036b_0,162,875.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1303654416706763,41.41053714661213]}"
000000000000000002c6_0,189,710.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.207979882218609,41.486534619648644]}"
00000000000000000024_0,129,36.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1489605680519617,41.42724581089676]}"
000000000000000000c7_0,9,199.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.082664900083927,41.33049725479708]}"
00000000000000000323_0,10,803.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2104053334857383,41.40892017910072]}"
0000000000000000005c_0,153,92.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.02148962923539,41.49461945720572]}"
000000000000000003c1_0,43,961.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1365638171311048,41.37981476389525]}"
000000000000000001c9_0,66,457.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2346598461569442,41.45877667736935]}"
000000000000000002b5_0,357,693.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0999125535390135,41.42913227299341]}"
0000000000000000014c_0,68,332.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0991040697833228,41.3682264967301]}"
0000000000000000038f_0,68,911.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2465176079073217,41.46551404200025]}"
000000000000000000a4_0,275,164.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.097217607686673,41.41673552207256]}"
000000000000000003b8_0,358,952.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0721546112597196,41.41511855456115]}"
00000000000000000140_0,11,320.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2508295212711005,41.4501528506418]}"
00000000000000000382_0,184,898.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2020510013434205,41.47063443911973]}"
00000000000000000315_0,172,789.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.079430965061107,41.492732995109066]}"
0000000000000000004b_0,214,75.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0780834921349083,41.43667812138001]}"
000000000000000000d4_0,120,212.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0411627339576057,41.45527324776128]}"
000000000000000002a1_0,11,673.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.118507679920299,41.33723461942798]}"
0000000000000000008f_0,132,143.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.108536380266571,41.492732995109066]}"
000000000000000002c8_0,15,712.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2009730230024616,41.43479165928336]}"
00000000000000000047_0,68,71.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1742930590641265,41.43290519718671]}"
00000000000000000066_0,17,102.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1007210372947327,41.354482272883075]}"
0000000000000000005f_0,106,95.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.142762192591533,41.47171241746067]}"
00000000000000000042_0,8,66.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06865118165166,41.34235501654746]}"
00000000000000000019_0,84,25.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1745625536493662,41.41377108163496]}"
00000000000000000059_0,295,89.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2758925176980256,41.499470359739966]}"
000000000000000002ad_0,11,685.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2206461277246774,41.419160973339686]}"
000000000000000002eb_0,101,747.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0381982935200256,41.466322525755956]}"
00000000000000000396_0,10,918.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.030921939718638,41.313249601341994]}"
0000000000000000011f_0,42,287.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.280473925647044,41.47063443911973]}"
000000000000000003dd_0,172,989.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0538289794637024,41.491385522182895]}"
00000000000000000241_0,151,577.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0619138170207805,41.47171241746067]}"
00000000000000000177_0,126,375.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.047630604003274,41.47737180375063]}"
000000000000000001d6_0,11,470.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.077005513793978,41.321334438899065]}"
0000000000000000008e_0,3,142.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1513860193190624,41.3291497818709]}"
000000000000000000eb_0,15,235.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0511340336113335,41.36391458336633]}"
0000000000000000000e_0,348,14.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2238800627475257,41.498931370569494]}"
000000000000000002df_0,-2,735.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1190466690907783,41.308937687978215]}"
0000000000000000026e_0,255,622.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0260710371844084,41.453925774835106]}"
0000000000000000017d_0,147,381.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1131177882155896,41.47359887955732]}"
0000000000000000008b_0,226,139.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.044935658150905,41.445301948107556]}"
000000000000000000cf_0,41,207.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.25271598336775,41.459854655710295]}"
00000000000000000003_0,92,3.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.139528257568685,41.39652342817987]}"
0000000000000000006e_0,82,110.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.245709124151631,41.4674005040969]}"
000000000000000000a6_0,15,166.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1915407125192132,41.41188461953831]}"
000000000000000000b9_0,100,185.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1535419760009518,41.43101873509006]}"
0000000000000000030b_0,249,779.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.160818329802339,41.451230828982744]}"
000000000000000002ae_0,132,686.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0333473909857673,41.48599563047817]}"
00000000000000000057_0,41,87.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1856118316440245,41.43802559430619]}"
0000000000000000001f_0,253,31.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.136294322545865,41.45257830190893]}"
00000000000000000037_0,134,55.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.084820856765816,41.466322525755956]}"
000000000000000003cf_0,206,975.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0333473909857673,41.44503245352232]}"
00000000000000000081_0,7,129.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.224958041088456,41.42131693002157]}"
000000000000000000ec_0,179,236.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06568674121408,41.406494727833596]}"
000000000000000002d7_0,35,727.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0303829505481588,41.35205682161595]}"
0000000000000000028b_0,0,651.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1023380048061426,41.30408678544397]}"
